Tweet,Emotions
Fantastic Expectations Amazing Revelations ,fear
One more tweet! Sleeping With Sirens was trending on Twitter! So nuts @swstheband! You bet your ass I'll be seeing them on Warped. ,surprise
" I'm sorry , Lucy . I'm afraid that I can't get up . ",sadness
Ewwww the people on the other side of the certain of us are talking about boils in private areas! ,disgust
"on their calendar like, how mad are you? smh there isn't one player in the NBA I feel has ever had that impact where you're already in ",fear
The shell must break before the bird can fly. ~Alfred Tennyson  for   and - #amwriting A #book today!,joy
When I left my part-time job.,sadness
 Where ? ,neutral
She was absolutely livid . ,anger
"Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind.",sadness
@_screaming4help He came into spanish class mad as shit doee!!! lls,joy
27 dresses!! And sleep time... Ready for ridiculous hours at work now till Monday ,joy
"Oh and to the 4 sluts behind us at the game, you guys are only remotely attractive when your shirts are off #youre30",disgust
 It couldn't be better . My husband is so supportive with my work and he helps around the house so much . ,joy
@LeKeg1 don't  worry...its not like you have a heavily pregnant hormonal woman in your passenger seat...oh wait...    ,joy
Je fuis IRC avant que @Atssal ne me tombe dessus pour avoir fait un mix petit poney + 3615 malife. ,fear
"RT, follow @unitednude and WIN one of the 5 special collector items we are giving away to our Twitter friends! #RT #WIN",surprise
 Yes . ,neutral
I actually do get to do s send today but it's Comcast New England Sports Net meaning all Boston sports ,joy
I fear that one day I will wake up and all my nightmares will come true and I will loose everyone so dear to me ,fear
Talking to a close friend.,joy
Praise the  Let songs of break forth. Sing Hallelujah. Praise His name forever more.,joy
"Wow, today went to shit faster than I thought it would. ",surprise
they took nonpareils out of the candy bins and replaced them with crappy multi-colored christmas candy #SACProblems,sadness
day 1 of week off: meeting at work ,joy
"Paula , mother of Nicola , 4 , and Richard , 2 , was pleased when the local council made the playground in the town park more child-friendly . ",joy
"My favorite perfume is Joy. &quot;It was created as a reaction to 1929 Wall Street Crash,&quot;(wikipedia). I hear they've changed the formula? ",joy
@KimKardashian Happy Holidays to you Kim. You deserve happiness like anyone else.   #Love #Laughter,joy
Just what I wanted to do this afternoon - Hoover up a whole packet of rice from the lounge floor ,joy
"I hate you.. Dont forget k-rod for 12 mil... RT @Stugotz790: Brewers sign Alex Gonzalez, that should fill the Prince Fielder void.",sadness
Shared is a double joy; shared #sorrow is half a sorrow.  ~#Swedish Proverb,joy
A girlfriend ended our relationship in an abrupt and unexpected manner.,sadness
@kaleighbrewer Completely prepared!. Ridiculous we have nothing to go off of.. Is it possible to get a negative percent?& ,joy
Schaatsabonnementen zijn nog maar een paar dagen verkrijgbaar voor 25 euro!! Wees er dus snel bij  #ijsbaanhaaren,surprise
"Without my permission, my son had made popcorn after coming back from school.  The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?",anger
Being in the car with my mom driving is the scariest thing ,fear
"dogs chasing balls and each other in the sunday park sunshine.tots hopping about, biking and feeding swans.stage fright still hours off.",joy
"I'm petrified of deer, bad eyebrows, and people touching my neck. So, don't expose me to these things. ",fear
more christmas shopping to do today...online and in store  ,joy
Fell in love with God again this morning. Realizing that He loves me just as much today as He did the day I gave my life to Him. ,joy
"When u are sad and lonely, remember this is true, someone somewhere is thinking of you   ",sadness
Tonight was awful. And I get to do it tomorrow too! ,joy
"Break! When have you taken a chance, risked something, &amp; it turned out great? How did that feel? #LJB",joy
"@TaylorElyse12 when I was young I would lick sticks of butter, the doc told my mom that it's normal, I look back now &amp; wanna puke! ",disgust
@VictorRizzuto if i ever hear your sister hearing i will be so pissed. ,anger
When I found out that my father had lung cancer and they did not know how long he would live.,fear
It's not shit like watching the one thing you don't want to happen happen... And worse than you expected ,sadness
Have u found in your life and has your life brought joy to others? Maybe this is how we should define our progress in #life.,joy
The organisation is glum about the social consequences for Europe . ,sadness
Going to bed! #gottowakeupearly going to Coronado tomorrow! (: I miss that place ❤,surprise
"The answer I got was forgiveness, compassion and just keep being and being present and in the now.  not ",fear
So chuffed for safc fans! Bet me dar comes in mortz from the match ,joy
"A 4h du mat, ma xbox360 m'a fait un pseudo Red Ring... En fait le disque dur était plus reconnu, et il empêchait le démarrage! ",fear
and working the rest of the week... ,joy
Caledonia parade tonight!! Some how gotta get happy and smile for all those ppl! ,joy
"Adventures class is getting outt of hand they got us zip lining from 40feet in the air, of heights #glad this class is done",fear
Np @zacardicortez he laid his hands on me...that song always put n my heart an makes me not give up an to keep pushin more..,joy
Can @nico_rosberg us all? Front row? Would be a huge #shock for sure...,surprise
Lady Cross 's family was too grief-stricken to attend the trial . ,sadness
"is not REAL.its False Evidence Appearing Real &lt;---- have 2 keep tellin myself this... I'm Fearless, got 2 be, its my time!!! Repeat...",fear
Had such a great time seeing lights with @Gregisthebomb!  Missed him like crazy ,joy
I am the hemophiliac of keeping twitter followers. Hemophiliacs are the hemophiliacs of bleeding to death from papercuts #TooFar,anger
You're spending a very long time on my hair . ,anger
U never know what ur good at till you try! Don't let  control ur life! Attack ur fears! #lawofattraction #DailyLesson,fear
"RTRT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
Yall heard abt that Penn State Coach molesting children ? ,disgust
Perhaps it was despair that made me believe there was one person in the world who might know that I was in despair . ,sadness
 Not at all . ,neutral
I gave my mom a gift she wanted for years. I raflected her joy.,joy
"«@prettygyrl82 «@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less»»",fear
“@LizRose82389: starting a Yoga class in late January if anyone's interested” you know I'd be down lizzard! Too bad I'm not closer! ,sadness
" No , I didn't . That car was too fast . ",sadness
"When I received the result slip of the higher level examination (an university entrance exam) and saw that I had a very good possibility of being accepted into the university, I felt very excited.",joy
@AaronCurry51  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"A friend which I hadn't seen for years, sent me a small present.",joy
When planning to marry.,joy
"I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so.",sadness
 Poor girl ! ,neutral
last thing I wanna do is go back to school and see a bunch of people I hate ,joy
 Someone just robbed me . ,sadness
Chinese restaurant close so pizza it is then ,sadness
Zucotti Park is empty except some cops guarding a Christmas Tree.  ,sadness
Playing fifa + drinking white mocha + listening to chill out music = ,joy
"Can't believe we feel this way, but please  lose today. And lose badly.   ",sadness
No I don't want the snow to melt! ,sadness
For about one year I had a rather bad relation with my father. Last Christmas Eve he invited me to stay with him and I was very glad about it. It was a fine evening.,joy
"@kristin0462 its funny how i used to talk to you all the time, i moved and we emailed and now... We dont talk at all! ",sadness
 Eight . ,neutral
"Excited about starting back up my weekly acctblty &amp; Bible study with my peeps! I've missed that intense, yet sweet time!  #tuesdays",joy
Habisxzxzxs! ADIK DAPAT RACKET. MAMPUS. ANYTIME KENA PUKUL. HAHA. FUCK EVERYTHING AND RUN.,fear
" i THINK mi DREAM is REAL , then i WAKE up DISAPPOINTED . [tht happened tooh mi this morning] . ugh ",sadness
When a friend wouldn't speak to me and wouldn't tell me why.,anger
my life couldn't get any better. (: forsure getting my puppy and my sister is coming home tonight!!!!! &lt;3 ,surprise
"WTF PHILLIPS, I UNDERSTAND THIS SHIT, WHY DO YOU KEEP FUCKING FAILING ME ON EVERYTHING? #NOWIHAVEAFUCKINGC",anger
"So erkd. Been doing this speech for a week &amp; still can't get it. Yea, I'm boutta fail my communications class. -__- #defeated",sadness
 Right . ,joy
belnesba lwazeer el dakhlya ba2a isa da eh wala eh ??,surprise
" What does a CEO do anyway ? I know the CEO makes the most money in the company , but what does he actually do ? ",anger
` I do n't feel resentful that God has decided to take me before my allotted span . ,anger
tht tht comes over u when u walk into a store nd there playing u nd ur ex's song :((,sadness
When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away.,fear
Jailbroke my iPod using redsn0w 0.9.9b8. Feeling slightly troubled with the sad tetheredness of it all. #tethered #fail,sadness
"My family coming home screaming and shouting just woke me up... had a dark house to myself, well now for some homework",joy
I hope the zombie apocolypse starts on black friday. weed those people out first  ,disgust
LEO'S?! Y U RAISE PRICES FOR MILK?! #CUProblems #stillcheaperthanUC,sadness
I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.,fear
"I am scared that although I turn my phone to silent, it will still go off in class... :s ",fear
"After watching the new 'The Thing' I can't get the original's music out of my head. Lubbly! (new film ok, not as good as original) ",surprise
Knows it is a fun night when your taxi is stopped by the police ,joy
"Bert , a lanky , lugubrious individual , declined . ",sadness
"they say bad news comes in 3s, but we've surpassed that this month. One more angel in the sky  ",sadness
Have been sitting underneath a giant fucking moth for who knows how long. Shoulda seem me bolt out of the room when I saw it. ,fear
 $ 135 . ,neutral
" No problem , what class would you like to take ? ",neutral
Dropping off Starbucks at my best friends house. ,surprise
The very first principle when it comes to  only IMPORTANT principle.. Perfect  casts out fear! #Jesustweeters #Jesus,fear
But they are also nervous that the calculations they make in the next two weeks may determine who will win and lose the political battles of the next two years . ,fear
"let's stop beating around the bush: if this is what our remote control drones look like, SURELY flying saucers are on the way soon. ",joy
"I last really felt sad when I left home for I was leaving all my long time, pre-kindergarten relationships behind.",sadness
If the whole world is against me but  be for me... I still have the majority! FEAR NOT     #Jesus,joy
 Dark blue . ,neutral
"Jeremy Clarkson has slowly gone down in my eyes, his latest shame is too far! ",anger
How is he ? ,neutral
I was so excited when I saw jason sudeikis made a twitter  #fuckyouimposter,sadness
Lake effect snow ,fear
Niggas with big dicks...usually dont brag about they big dicks. ,surprise
"well, every concert i go to has a price for school. i got lunch detention. -_- ",joy
 You think it's funny . I'm terrified . ,fear
 then off to bed... Not looking foward for tomorrow! Waking up @ 7am &amp; having to deal with skanky alty kids. ,joy
This is the second day in a row I've felt like this. Damn you hangovers!!   #Urges,fear
"So I had a girl tell me when I played music the other night, it was hot and attractive.  ",surprise
@joelgeleynse check your mail Please ;-) important for you from your fans,surprise
"This is gonna be another useless december, and birthday plans that don't involve my parents ",joy
@jarpad Seeing your photos that twitter has some startled me it seems that you have a demon inside the body ,fear
 You dance beautifully too . ,joy
"Late, late,late, late! #rage",anger
" C'mon , don't blame me ! I thought it was a new camera . We could use it.We were even thinking about buying a camera . I don't understand how he could have such a perfect-looking box . ",neutral
 Rather . I'm afraid I didn't do very well . ,sadness
Power nap! Finallyy in my lovely bed!! ,joy
Why is @lcduve touching kitten and me so much? What is happening? ,fear
"So my phone memory was low for the last week or so...to compensate, it decided not to give me any email notifications the whole time ",anger
"“Sometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy.” ~ #Quote Thich Nhat Hanh",joy
 It's really very easy saying you're sorry . ,anger
I hope you were pleased with how much we sold . ,joy
They say your penis is related to your shoe size. Well that makes the of getting raped by a clown much scarier.,fear
"Ahhhh! I missed you AGAIN! :( I'm going to have to move to Australia, aren't I. I miss you soooo much! @DionneLister",sadness
"Both Mr Souness and Jim Smith , the Portsmouth manager , emphasised how delighted they were with the overall quality of yesterday 's tie . ",joy
@bambamjoey so...my boss told me today that I am on vacation next week! I had no idea I had another week of vacation this year. ,surprise
So I have to say bye to 2 people I really care about all in one day:(& ,sadness
Cafe Intermezzo to visit with my girlfriend @witteringtiffa.. And before I even sit down she tells me she's preggers! AHHH!  ,joy
Anatomy lesson and told we have to do it at night sometimes.,fear
Last Summer I was walking along the beach in a bikini and an awful man came cycling after me.  He was shouting and I ran as fast as my legs could carry me.,fear
Thunder and lightning used to scare the shit out of me when I was young. I remembered watching Blue's Clues and the power went out. ,fear
I got iOffered a $40k scholarship to study math in undergrad...and i turned it down...,sadness
"Last night, I dreamt that things that looked like monsters were trying to kiss me.",fear
What is most painful about is that it inhibits movement at precisely the time that truth demands action.,fear
When people pass on to a new  there are two emotions that are felt.  and #Happiness.  For they are gone but in a better place,sadness
"I'm about to shoot myself.. Its raining outside, I'm in dance class, &amp; I have wrk after school ",joy
I Will Always Keep My   I Refuse To Let The Devil Steal My    ************ *************,joy
Found $80 at the bar win,surprise
I feel like a failure at twitter not sure if I even did that right...,sadness
"year 12 starts tomorrow, the last night i wont have some sort of homework for another year ",joy
Whoops keep forgetting that my grandma doesn't know about the tattoo up my side ,surprise
 if Sydney (In Australia) gets to Wednesday and stays under 23 degrees. It will be the coldest and darkest winter since 1960. ,joy
It is not that makes us grateful. It is #gratitude that makes us joyful. -David Rast,joy
"My biggest is loosing you, so please don't make me ever face that fear. You have no absolutely no idea how much you mean to me.",fear
I think I should throw her a party....yeah imma throw her a party ,surprise
Intermittent insomnia stimulates creativity: I dreamed I was wearing pizza socks.   ,disgust
" Thank you , Paul . ",joy
If your a girl and you smoke alot of weed you me,disgust
"Breakfast consumed, dishes done, dog fed. Sitting on the floor reading with a napping pup tangled in my legs, hot cuppa tea next to me. ",joy
Yay my uncle from New Jersey is coming today! ,surprise
"I saw him return this morning , so pleased with himself . "" ",joy
"Van Spanje tot down under staat een  klaar, gelukkig zonder aldaar. Van te voren alles op een rij dat maakt je toch #blij",surprise
@jmheberling  no tweets lately...very unusual...some would call you a tweet-a-holic  #hopeyoudidntdie,sadness
expect to see my 10000th tweet tonight..its my nans 80th party ,joy
I love when my whole church laughs together during a service! Lol @_alm_  ,joy
When my first boyfriend left me. I tried not to let him understand I felt miserable.,sadness
Put more fun and joy in your life! Your children will thank you!  ,joy
"LADIES: If I don't feel like ur level of is appropriate for whatever I did to #cause it, I ignore u. I won't try 2 make u feel better",anger
"Fuck religion, eat scum, eat a corpse, fuck a nun. #Disconnected #Genius",fear
About to go into work I'm hungry and tired ,joy
all i wanna do is have some fun. (: cannot wait to go WHEREVER we're going tonight. #surprise,surprise
@OlsonatorB He smiled so big back at me! My heart was filled with ,joy
@Matt_Spark loser. What you doing? I'm eating my weight in pizza ,joy
"Wtf is this random acts? Its pointless on for like a minute, waste of my tele time. ",anger
"5 story beautiful freeeeaking townhouses in southend boston.. Be mine. I need to be married into this family, not billy ",sadness
"She was nervous that he might change his mind at the last minute , but he did not do so . ",fear
lol my mama doesn't know my uncles coming to swoop me up fer the game. :) eff dance practice!,surprise
Rolling into school tomorrow with mono. ,joy
"This also happened when I was very small.  I was beaten up by my  mother for no fault of mine, I had just beaten up my younger brother for what I thought was his fault.  I was very angry with my mother.",anger
When out of work.,sadness
 It's okay . ,neutral
I officially can't sleep. I hate going to sleep mad... ,anger
 You have a perfect taste ! ,joy
When I heard the news of the death of my father.  It was in the evening and I was alone all night in my room trying to remember the face of my father.,sadness
"struggling to function right now... shower it is, I need to wake my self up! let's hope I don't fall. #ohboy",joy
"&quot;is..brash, loud, &amp; unproductive. For all the noise fear makes &amp; room it takes, fear does little good&quot; - @MaxLucado #fearless",fear
Todd showed delight in simple songs and reverence when invited to pray . ,joy
I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process.,fear
 My mistake . ,sadness
I'm not sure you HAVE to have a degree in Debbie Downer to be on Twitter or to be a preacher on Twitter.  #Peace,joy
"if mum can't watch the coca cola advert without crying, it's gonna be a teary christmas...",joy
"used this mascara that I really liked as I'm going to bed,I realize it refuses to come off. &quot;Semipermanent lash tint&quot; ",joy
"Well the birthday surprise was a fail, that professor has chronic bitch face. We freaked, ran in, threw her gifts at her then ran out. ",fear
now off to brave a shit load of traffic to get to bristol academy ,joy
"You could n't simply ignore the fact that he had sentenced you to death , but it was important to let him know that you were n't rattled . ",fear
love being blasted by the scent of cherry cough syrup when I open my car door #browning #rookiemistake @ResaLisa,surprise
 Sorry . I didn't know . ,sadness
@courtneyk19 these people park in the middle of the dang aisle looking for stuff.....walk slow with no plan.....#hate,anger
My 13yo put the tree up and strung the lights. ,joy
&quot;Niggas Tryna Live Off Im Tryna Live Off #Respect Cuz Without It Don't Nobody Give A Fuck About You R/S&quot;,fear
"At an examination I got a bad mark just because of a small mistake. When I went to the lector and wanted to talk about that, he did not listen to me but sent me away.",anger
 I want my money back for the delivery . ,anger
" Okay . BBS , an online service , offers a wide variety of online games , files , one-on-one chat , message areas , private mail , and participate forums . ",joy
My Friday Night Watching Zombie Movies :(,sadness
commercial for the mac miller concert on the radio ,sadness
@miklustic physics was the death of my first year. ,sadness
"of turning weak at the lack to satisfy my material needs, turn down my pen and join the &quot;right&quot; forces.",fear
People party like it's a religion -____- ,sadness
"RR“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
Meditate on this: the Lord will NEVER leave you nor forsake you.. Rest assured.. Brings uncontainable unshakable ,joy
Can't believe that we have to go back to school tomorrow.... #ruinseverything,sadness
It showed some women in a northern English town at the turn of the century ; they were standing under an advertisement for Mazawattee tea and seemed depressed . ,sadness
When I received a letter telling me that my mother was very ill.,sadness
"En 2007, Bayrou a dû attendre janvier pour avoir un sondage le mettant au-dessus des 10 %. Pour 2012, il y est déjà. ",fear
" Oh dear , we will miss our train . ",sadness
"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN",surprise
Overheard: (Grown Man to a woman) &quot;I did too go on Batman &amp; Robin! I went on Medusa too FOR YOUR INFORMATION!&quot;  management,anger
Do you like flowers ? ,joy
Another long day at Malibu Raceway. ,joy
I would never let my future kids leave the house looking or smelling like half the kids in this school ,disgust
Why must people lie about getting me food? ,sadness
"When I saw parents punishing their little child for something he had not done.  In my opinion, even if he had done it he should not have been punished for it.",anger
Merry Christmas to one of my sweetest friends ~~ @wickedpoptart ~~ truly want for your holidays!,joy
"As you would expect , she was overcome with grief . "" ",sadness
@alisonhaislip Green Bay is now the Mother of Democracy and the Father of Civilization? ,fear
Except that I have 2 bio assignments due this weekend. ,joy
One night I and my friends went to the cemetery. We stopped the car in front of the wall and suddenly the grave digger appeared over the wall looking like a ghost. I was already afraid and almost died.,fear
"Man, these Indian rappers from Brampton are almost as bad as the black ones. ",sadness
I was walking to my car at night and thought that I was being followed.,fear
@BIENduetz Wat een super leuk idee! Mag ik je idee stelen voor mijn zusje?  ,surprise
@oh_hey_shay I can't wait to see you tonight!!!! oh wait. you're not coming home til tomorrow :( ,sadness
Unintentionally attending a doctor who convention #nerdlife,surprise
I just finished reading this article ' Getting Old Gracefully ' . It's a very good article . ,joy
 Didn ’ t you tell him you have an appointment ? ,anger
Why isn't @DickyV announcing the amazing Duke game?! ,anger
"We are always sad when a young international athlete finds himself in this situation . "" ",sadness
"Sometimes when I don't have an outlet for my imagination, it attacks me.   #Introspection #Introversion",fear
Every time we update ADT and the @AndroidDev tools or SDK it costs me like a day of frustration and work stoppage. #Eclipse #Upgrades!,fear
 Weight ? ,neutral
The 4year old barked orders to my director friend while decorating the christmas tree this evening. Biting his tongue he was. ,joy
The assistant looked alarmed . ,fear
Yea I'm The King Now Where My MuFu*king Crown ,joy
" Ok , then . ",neutral
Abc family tonight. Christmas season is upon us! ,joy
 Wait a minute . I am really sorry but I can't find it now . ,sadness
Finding a hotel for the night. ,joy
i love it when people show up at my house ,surprise
Kind of in an amazing mood  ,joy
The disgruntlement among its two million members is almost palpable . ,disgust
Why not....RT @Mrctn615: Pop pop (Rose') RT @CLACCDUDE_CTN: @Mrctn615 wat up #CEO #Day2 Wea u wana go #Labama,joy
I want to do my  show on fear. What are tweet people afraid of? ,fear
philosophy paper day 2. #5daysleft,joy
@criminally_ wait until my parents go to sleep until I can watch it I'm not starting it until now. But it's already done. ,anger
The Greatest Gift to Give to Others is   &amp; ! Spread   &amp; Gift that's Gives Joyous #Life !~♥ShawnRene♥,joy
Stuck on the train when I'm only 4 stops away from home and hungry and there's an annoying child behind me  ,anger
its december so i can watch and listen to all the christmas stuff i want. ,joy
Remember that hypnosis is not a party game to be practised by amateurs for the amusement of themselves or others . ,joy
Just logged into a bogus google email account I have (for login purposes). Staggered at how much they know/have assimilated about me. ,fear
On this occasion City accepted with relish the chances which came their way and inflicted serious psychological damage on their dejected opponents . ,sadness
Accompagner ses parents en ville pour les achats de Noël c'est toujours gratifiant : nouvelles chaussures ,joy
we had a bomb ass breakfast now she bout too cook dinner . ,joy
"Eat, shower, work ",joy
"When I applied for the college entrance examination to FUVEST, and I wasn't approved in the second fase.",sadness
Dentist appointment in morning... :(,joy
A Winged Victory For The Sullen is soundchecking. They have a string section and two screens with visuals #lgw11 #ekko,surprise
home now &amp; going to bed & a.m final then classes all day &#xA;someone send me a goodnight texttt&lt;3,joy
When I won the first prize in a cross country race.,joy
So jealous of the kids seeing tonight alive tmmrrw #havefun,sadness
@Gazabell But I'll be off Christmas Day as its the only day of the year that the shop is closed :) ,joy
"He must have managed to purloin a copy of the house key from somewhere and was obviously astounded to find someone already scouring the house , especially her . ",surprise
 Just look ! In six short weeks I've put on 30 pounds of pure muscle . ,anger
 Stay away from me . ,anger
"Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasn't her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time.",sadness
Feng Shui is balance &amp; harmony. Put positive energy into your environment via  &amp; &amp; it will reflect the same energy back! #FengShui,joy
lala land.. RT @BeadsSomething: So true! Best thing ever. RT @REe_sQrd: That afternoon nap on your parents bed. \☺/,joy
"At Portsmouth , Lily Lee creatively amplifies a passage from Machiavelli 's The Prince , inscribing a chilling statement in a bold agitated hand . ",fear
This should be a task...walk down my frozen solid ice stairs to get to my car! ,joy
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ",neutral
Saw in the TV South Korea cheating in the Asian Olympic games.,anger
"When a car ran into me. The moment that I felt on the street I thought \This is my end, I am going to die\"".""",fear
Is the tide turning?....may there be comfort food &amp; joy in your December Monday Vancouver!    #gladtidings #Vancouver,joy
" Yes , I do . ",neutral
"Bump Amare @TimVStheWorld , the Knicks are trying to get Chandler, CP3, and run that with Melo. ",fear
@JackDempsey2 was expecting something greasy with cheese and taco sauce toppings. #watchlifeinHD,surprise
Zaterdag heb ik hem al verrast met een feestje.......de adrenaline is nu pas uit mijn lijf! ;-),surprise
J'ai envie de dire que c'est la magie DEL INt3N3T ! On peut tomber sur des trucs WTF ,fear
" Me , too . ",neutral
got to @sealingwax and the rest of my family by coming home for thanksgiving! #funstuff #thanksgivingbreak,surprise
losing your pen lid and going mad trying to find it ,anger
 There was no reason for them to arrest me . ,anger
"@2imen  | Make Ur own choices | The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.",fear
Glitter all over the kitchen table...it IS the most wonderful time of year!!    ,joy
I missed  last night for the first time since the show aired. ,sadness
Going to sleep just so I can hear your sweet voice sooner.&     love my daily morning phone calls&     in my heart,joy
" the surrender posture, mhmm feels good  #peace",joy
Cocaphobia of ugliness aka prisoner of ugliness @aalliesun lmaoo love you &lt;3,fear
"With a little grimace , she turned to stare with rather horrified fascination at the dark oil paintings that lined the walls . ",fear
i hate not having a phone. really do think its my neighbors that took our shit -.- #rage,anger
Nothing greater than listening to my boys laughter from the other room! ,joy
@DJcanrock this morning I tried to cook bacon... and it would not crisp for some strange reason. #violationofaphysicslaw #bacon,anger
"It's the day after Thanksgiving, so of course, we're taking down the Fall decorations outside, and putting up Christmas decorations. ",joy
I have played ppl way bigger than me all year and I go straight at they head as if they were small I none,fear
I hope some people are happy with there lives. They really arnt going far :/ ,sadness
There are periods when we feel totally inconsolable . ,sadness
Why am I not doing what I know I'm more than capable of doing? #peoplepleasing time to switch that up!,fear
Ho appena finito di fare l'albero di Natale con mia sorella! Così quando mamma torna lo vede! ^-^ ,surprise
@wrr71 Looked at the standings yesterday &amp; saw if the playoffs started today guess who the @steelers would play-the @1winningdrive ,surprise
I need more sleep and @LisaMBregman is being a meanie today! ,sadness
Parkin sighed with exasperation . ,anger
"` Pa would 've been livid with me for getting pregnant , and he wouldn't want his precious fiddle going to pay for anything to do with it . "" ",anger
 See you . ,neutral
Well this is a twist in finals week. Chris just showed up at my apartment ,surprise
@Makoski22 @McCaLL2 @ae_amorim @alexsahlen2 Just stopped to wish all of ya a good night &amp; sweet dreams! :) Happy friday full of  &amp; ,joy
I will forever remember the day I found an autographed @jimlee X-Men  in my comic collection. #HappyTears,surprise
So  Thanks to @sheardonp13 for keeping me up til 3 in the morning.   ,joy
 eighth grade red team memories... ,sadness
running on a solid 2 hours of sleep ,joy
@AskForHelp 911... Cell phone is dead. The only reason I have a land line haha,fear
"@barrygraul Hi brother, appreciate your talents aqnd I love the band. Just started following today...any chance you can follow me back? ",joy
jumping for is good exercise :) thanks @MostafaNageeb,joy
" Oh , dear ! How ruthless ! ",fear
@Chriskid56 that same whale telling a young girl to play with her ,disgust
Every sports team I cheer for kicks me straight in the sack. ,sadness
"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
Got off work early... Time to start my sociology essay ,joy
"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people . ",sadness
"I was walking from my friend's house, a few blocks from my house, when a car began to follow me. He waited I passed by it rotateed a little and stopped on my way. I changed completely my way and the car went on following me until I turned at a corner and running I hid in a garden of a house, waiting for the car to pass by. I went back home terribly afraid.",fear
i need a break. i will stop studying for an hour. YAY. ,joy
Depressing end to the day :( ,sadness
 Thanks ! ,neutral
"@Sam_Fossett yeah, I'm getting the vineyard vines pants. I might whip out the Loudmouths for winter formal next year @WillBernish",surprise
Managed to run 30 Km on skis fairly simply.,joy
"what a nice day I had, minus the middle part...   ",joy
Actually dressed nice today. ,surprise
Lets give it another half an hour more ): ):,sadness
babies dead from aids josh need laids sum1 sleep with him n maybe u get paids @fanzoid321 #sleepwithjosh @fanzinator check my flow,sadness
 I have no reason to distrust him . He's never caused any harm . ,neutral
i cant even c myself even hittn the follow button to follow yo ignorant ass back! ,disgust
Neighbours recalled how Ms Bailey was overjoyed at the birth of her daughter . ,joy
It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi.,sadness
"Why people , nervous that their little town was being made into a prime nuclear target , should be less nervous for getting a closer look at the cause of their fears is a question not easily answered . ",fear
"Christina blushed , angry at being spoken to like a member of staff . ",anger
OH MY GOD! Bit slow but I've only just realised the 16th is only a week away! :O #nerves,fear
"Not unexpectedly , the residents of Chiswick became alarmed at the prospect , but the acquisition proceeded of the properties on the proposed route . ",fear
True story: I have never seen Ohio State beat Michigan. I am like a curse on all sports franchises. ,sadness
"It is true that the wonderful advance of our people  has transformed the wilderness into a home where men and women can live comfortably , elegantly , happily , if they are of contented disposition ",joy
@amorosinop Yo P how u feeling u ball of anger??!!!  management #Silvio from rutville,anger
Headache...  headed back to cs for work at  ,joy
Currently wishing I was at the Taylor Swift concert at MSG tonight. Havn't been to a concert in a while. ,sadness
I feared messing up a good thing and messed it up trying not to mess it up...smh ,fear
" Turtles ? Whatever ... Look , all that ’ s required for the creation of matter an imbalance of particles and anti-particles . At least , that ’ s what the math says . ",neutral
Sitting at LAX crying! Miss Cali and my bookie already!..,sadness
It is in NO way about stomach cramps! Feeling of pure with my stomach,disgust
"I received a wedding invitation from an ex-flatmate, enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat.",joy
A quien le diga que he cambiado ir al concierto de de la  por ir a la me mata y creo que me arrepentire durante un largo tiempo,joy
...and guess what song just popped in my head. ,fear
" Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . ",anger
 The supply outstrips the demand in the job market and women are in a disadvantageous position as a whole . ,sadness
@LandsEndPR giving shows what words can't plus it brings smile &amp; anticipation to both   ,joy
"In a rather important exam, when they caught me red handed copying.",fear
"Head is killing me , practice tonight ",joy
xmas tree shopping ,joy
Wat een werk gaat er toch altijd in een zitten. Maar wel leuk om te maken en mee bezig te zijn!,surprise
Could your Twitter account be slowly killing you? Details at 11  ,fear
"Mo' Money, Mo' Problems ",sadness
